,Playlist Name,Description,Tracks,Followers,URL
842,Poetry: In Their Own Voices,"Over 70 poems by women read by the authors themselves, featuring Rita Dove, Elizabeth Bishop, Gertrude Stein, and more.",82,83326,https://open.spotify.com/playlist/37i9dQZF1DWWfysDOTP12D
843,The Beats,Readings from some of the best minds of the beat generation.,211,22336,https://open.spotify.com/playlist/37i9dQZF1DXaUR9QvMCPsb
844,Your Alternative,Both Classic and New Songs from Your Favorite Alternative Artists / Cover: The Strokes,100,30627,https://open.spotify.com/playlist/37i9dQZF1DX2G2VrXHSPQG
845,Edna St. Vincent Millay,"""My candle burns at both ends; It will not last the night; But ah, my foes, and oh, my friends - It gives a lovely light!""",18,3040,https://open.spotify.com/playlist/37i9dQZF1DWU73wUKShGqj
846,Modern Poetry,"Selections of modern and contemporary poetry, featuring readings from the poets themselves.",170,23299,https://open.spotify.com/playlist/37i9dQZF1DX26cFbtLr0Wn
847,The Victorians,"From brooding skepticism and ardent romance to utter whimsy and nonsense, explore the Victorian sensibility, as displayed in some of the era's best poetry.",289,5578,https://open.spotify.com/playlist/37i9dQZF1DWZxkZk4wnQ5T
848,Action & Adventure,Tales of high action and grand adventures...,71,19106,https://open.spotify.com/playlist/37i9dQZF1DXaIjTCDpbgLL
849,The Adventures of Sherlock Holmes,"A chronology of Sir Arthur Conan Doyle's best Sherlock Holmes' adventures, followed by rare and vintage radio and audio adaptations.",163,48593,https://open.spotify.com/playlist/37i9dQZF1DWY3FN0WeKCeB
850,The Brontës,"Settle down with a nice cup of tea and enjoy the novels, stories, poems, and letters of Emily, Charlotte, Anne, and Patrick Branwell Brontë.",139,14448,https://open.spotify.com/playlist/37i9dQZF1DX8uVDy7wwKj9
851,Charles Dickens' Classics,Experience the beloved classics of Charles Dickens.,67,16234,https://open.spotify.com/playlist/37i9dQZF1DX3pCvCNjYFEt
852,The Selected D. H. Lawrence,"""...when genuine passion moves you, say what you've got to say, and say it hot."" Selected readings of D. H. Lawrence's poetry, novels, short stories, and letters.",84,4386,https://open.spotify.com/playlist/37i9dQZF1DXdOlMB0hApiu
853,The Essential Edgar Allan Poe,"The essential Poe listening experience, from vintage radio versions to contemporary readings.",66,39838,https://open.spotify.com/playlist/37i9dQZF1DWVezbGpUvpz7
854,French Literature,"Flaubert, Hugo, Balzac, Dumas, Stendhal, Maupassant... audio versions of classic French novels and short stories.",40,16886,https://open.spotify.com/playlist/37i9dQZF1DWWhtNzColB0d
855,Blake's 7: The Audio Series,"A collection of Blake's 7 radio dramas, featuring the Audio Adventures and Early Years series. ",106,2435,https://open.spotify.com/playlist/37i9dQZF1DWTKyGuxpLg8Z
856,The H. P. Lovecraft Compendium,You might want to leave a light on when listening to these chilling performances of H. P. Lovecraft's horror fiction....,63,32009,https://open.spotify.com/playlist/37i9dQZF1DX7QXVqVJ8y93
857,Irish Lit,"A collection of classic and contemporary Irish short stories, novels, plays, poetry, and historical artifacts in English and Irish.",235,12355,https://open.spotify.com/playlist/37i9dQZF1DWV1duDvis8iF
858,Jane Austen,"A collection of all things Austen, including audiobooks, poetry, and cinematic scores.",127,34691,https://open.spotify.com/playlist/37i9dQZF1DWWC5ySVGqQA1
859,La littérature française,Les plus grands romans et autres nouvelles de la littérature française.,95,4810,https://open.spotify.com/playlist/37i9dQZF1DX8pbyATDkUwW
860,Vintage Radio Dramas,For your listening pleasure: relax with classic literature and the best of Hollywood and Broadway on the air. Updated regularly.,30,22043,https://open.spotify.com/playlist/37i9dQZF1DWZ8QVh1ew4PD
861,Mythologies,"A collection of myths, fairy tales, and fables from across the globe.",88,61420,https://open.spotify.com/playlist/37i9dQZF1DWVMdJ6HSmTWs
862,Radio Crime Dramas,"Danger, mystery, and tangled webs of intrigue lie ahead.... ",28,21373,https://open.spotify.com/playlist/37i9dQZF1DXddisSfoYY5n
863,Russian Lit,"Cozy up with Chekhov's classic short stories, or settle in for a longer listen with Tolstoy, Dostoyevsky, and other Russian greats.",65,9445,https://open.spotify.com/playlist/37i9dQZF1DXd6ydjpSDa3z
864,Scary Stories,"A collection of classic horror and spooky stories, from Stoker to Hitchcock.",127,129592,https://open.spotify.com/playlist/37i9dQZF1DX0RGhgSIsFBm
865,Science Fiction,"Verne, Huxley, Wells... a classic collection of science fiction.",197,26653,https://open.spotify.com/playlist/37i9dQZF1DWVeoTQF8RBFh
866,Sci-Fi Radio Dramas,Classic science fiction performed for the airwaves.,42,21912,https://open.spotify.com/playlist/37i9dQZF1DXb0DT3bG5Uc1
867,Shakespeare: The Comedies,Be not afeard... this playlist is full of sounds and sweet airs that give delight. These are Shakespeare's comedies.,50,8691,https://open.spotify.com/playlist/37i9dQZF1DX7ZEwRWHSfUr
868,Shakespeare: The Histories,"David Tennant, Sir Ian McKellen, and other inspired prophets of Shakespeare's histories await...",87,6854,https://open.spotify.com/playlist/37i9dQZF1DXbozqSbDnSno
869,Shakespeare: The Tragedies,"For never were there stories of more woe.... than those found in these masterful performances, adaptations, and readings of Shakespeare's Tragedies.",215,14623,https://open.spotify.com/playlist/37i9dQZF1DX5lw1wrxWyPu
870,Stories for your Inner Child,Fairy tales and children's classics sure to satisfy your inner child...,56,355,https://open.spotify.com/playlist/5TQKebIP2y3YGxoklr72aV
871,Women's Lit,A selection of classic short stories and literature by women.,39,51882,https://open.spotify.com/playlist/37i9dQZF1DX5nERjWj1zmg
872,Learn Spanish,Learn Spanish with a collection of audio courses that will take you from beginner lessons to advanced conversations - featuring essential travel phrases and vocabulary!,459,154411,https://open.spotify.com/playlist/37i9dQZF1DXc6li3e9oatQ
873,How to Write...,Advice on writing everything from college compositions to mystery novels and children's books.,103,7586,https://open.spotify.com/playlist/37i9dQZF1DX0IquWoRS2Rk
874,Music Lessons with Pete Seeger,Banjo and guitar lessons care of folk hero Pete Seeger.,65,4285,https://open.spotify.com/playlist/37i9dQZF1DX1uHtdQ6c5H9
875,Yoga Acoustics,"Set your intentions and guide your practice with these mindful, meditative lyrics.",50,162522,https://open.spotify.com/playlist/37i9dQZF1DWUPAFOWtSz6P
876,Beyond the Music,"Go beyond the music with audio documentaries, rare interviews, and behind the scenes biographies of famous and influential artists and bands.",65,30,https://open.spotify.com/playlist/01WIu4Rst0xeZnTunWxUL7
877,Irish Studies,"The best of Irish history, poetry, and prose.",121,7588,https://open.spotify.com/playlist/37i9dQZF1DX3HTCmWbhewZ
878,Learn Swedish,Learn some essential Swedish and master useful travel vocabulary in under seven hours - perfect for a transatlantic flight!,85,17386,https://open.spotify.com/playlist/37i9dQZF1DX1QCg8MO15wF
879,Learn French,Learn French with a collection of audio courses that will take you from beginner lessons to advanced conversations and even French literature appreciation.,472,94449,https://open.spotify.com/playlist/37i9dQZF1DWTJSgpZmw7H2
880,Learn German,Learn German with a collection of audio courses that will take you from beginner to advanced conversations.,409,63541,https://open.spotify.com/playlist/37i9dQZF1DWVrSKB2Pc3PY
881,Learn Irish,"Learn some essential Irish and listen along to poetry, prose, and songs in Irish.",71,22283,https://open.spotify.com/playlist/37i9dQZF1DWW6K9D6JN1rY
882,Learn Italian,Learn Italian with a collection of audio courses that will take you from beginner lessons and travel necessities to advanced conversations.,608,70508,https://open.spotify.com/playlist/37i9dQZF1DX0yHwYvqyUJQ
883,Learn Portuguese,Listen & repeat... with over 8 hours of Portuguese instruction!,53,20179,https://open.spotify.com/playlist/37i9dQZF1DX2SgxzTVd6bU
884,Learn Chinese,"Learn and practice your Chinese language skills, from basic vocabulary to useful travel phrases and conversations.",263,54683,https://open.spotify.com/playlist/37i9dQZF1DX60lVXkfYly8
885,Learn Russian,"Learn and practice your Russian language skills, from basic vocabulary to useful travel phrases and conversations.",174,32127,https://open.spotify.com/playlist/37i9dQZF1DWSsCx004HXRd
886,Top Arabic Hits - Yalla,Top Arabic hits are right here. Cover: Mohamed Hamaki,100,349856,https://open.spotify.com/playlist/37i9dQZF1DX5cO1uP1XC1g
887,A Noam Chomsky Chronology,"Dive into the works of Noam Chomsky, beginning with his latest 2014 release, When Elites Fail.",410,17654,https://open.spotify.com/playlist/37i9dQZF1DX8d1cgbQqKFy
888,Fright Fest,Don't spill your popcorn... these scary movie themes will scare the bejeezus out of you!,28,21371,https://open.spotify.com/playlist/37i9dQZF1DX6dCTsdzLHOw
889,Contemporary Christmas,"A collection of traditional carols and new classics by the biggest, brightest stars! Cover: Michael Bublé",101,27568,https://open.spotify.com/playlist/37i9dQZF1DWWTuLtC3XxmA
890,Acoustic Christmas,Have yourself a little cozy Christmas.,125,290247,https://open.spotify.com/playlist/37i9dQZF1DX2uk5oHRWimT
891,Christmas Stories,New and classic Christmas tales for kids.,25,50790,https://open.spotify.com/playlist/37i9dQZF1DWVzrEOEOM5Qu
892,FriendsGiving,Enjoy the company of friends alongside some folksy acoustics perfect for an autumn dinner party.,35,2639,https://open.spotify.com/playlist/7a80QjnKAMnZu5Lx50INeh
893,Give Thanks,What are you thankful for this Thanksgiving? These are the songs that make us feel grateful....,65,13419,https://open.spotify.com/playlist/37i9dQZF1DX6afkUGYYDyK
894,Coping With Loss,When someone you love becomes a memory... find solace in these songs.,50,132308,https://open.spotify.com/playlist/37i9dQZF1DWVxpHBekDUXK
895,noir,deep & dark. bold & bare. cover: Julien Baker,100,230070,https://open.spotify.com/playlist/37i9dQZF1DX9LT7r8qPxfa
896,Next Classical,"50 best tracks of 20/21st century <a href=""https://open.spotify.com/genre/classical"">classical</a> music. Cover: Arditti Quartet.",50,35672,https://open.spotify.com/playlist/37i9dQZF1DX6Oqe1LC2A2s
897,Medieval 50: Spotify Picks,"Medieval music from early Gregorian chants to late Ars Nova. Secular troubadours and sacred choir music. Colorful, gothic and beautiful. Hear music by Wolkenstein, von Bingen, Machaut and Léonin.",50,90573,https://open.spotify.com/playlist/37i9dQZF1DWYZW76Iw4Lij
898,Modernism 50: Spotify Picks,The best Modernist music from the early 20th century. Impressionism with Ravel and Debussy. Expressionism with Schoenberg and Webern. Neoclassical with Stravinsky and Bartok.,50,25027,https://open.spotify.com/playlist/37i9dQZF1DX8ONeLSIu0Ai
899,Classical Intimate Dinner,Classical music to set the mood for your intimate dinners together with love ones and friends.,33,30248,https://open.spotify.com/playlist/37i9dQZF1DX5kUFcXez8kt
900,Indie Classical: Composed In 21st Century,"50 highlights of classical music composed in the new millennium. Find more <a href=""https://open.spotify.com/user/spotify/playlist/1SBY0rHT0QjEtrzSNFzpMM"">contemporary</a>, <a href=""spotify:user:danielstahl:playlist:7ijkPw3lLKPW6k3qee38Ki"">avant-garde</a> and <a href=""spotify:user:spotify:playlist:5YuLa2rxwWrILo5KKHGCwX"">minimalism</a> playlists at our <a href=""http://open.spotify.com/genre/classical"">Classical Hub</a>.",50,91514,https://open.spotify.com/playlist/37i9dQZF1DXcbK8HZQNxAq
901,Women of Classical,Celebrate the great women composers who continue to transform the classical world. Cover: Hania Rani and Dobrawa Czocher,59,33547,https://open.spotify.com/playlist/37i9dQZF1DX5hL1aT2vhMb
902,Minimalism,"Including genre-defining classics (Steve Reich, Philip Glass), postminimalism (Paul Dresher, Louis Andriessen), holy minimalism (Henryk Górecki, Arvo Pärt) and more.",51,131907,https://open.spotify.com/playlist/37i9dQZF1DX10uaP8FoDNe
903,Contemporary Chinese Classical,"A collection of contemporary classical from Chinese and Chinese-born composers and musicians, from Bright Sheng and Chen Yi to Qu Xiaosong and Zhu Jianer.",28,18564,https://open.spotify.com/playlist/37i9dQZF1DX5AviTMPF0km
904,This Is Chopin,"Discover the unforgettable melodies of Chopin, including moving ballades, relaxing nocturnes and vibrant concertos.",67,457667,https://open.spotify.com/playlist/37i9dQZF1DWV7cvDzE3MOI
905,Bellini's Opera,"Lend some gravitas to the moment with the complete works of Vincenzo Bellini, featuring acclaimed recordings of his entire operatic oeuvre and large scale sacred choral pieces.",500,426,https://open.spotify.com/playlist/1M2abQkxCwrLjzLGgKWnDP
906,Calming Choir,Relax to the calming sounds of choral music.,55,136488,https://open.spotify.com/playlist/37i9dQZF1DX9WxEZbyU6MA
907,Essence of the Renaissance,Travel through the evolution of the Renaissance sound with this collection of choral and instrumental classics.,50,67885,https://open.spotify.com/playlist/37i9dQZF1DX0CM2xT3aAkN
908,Romantic Era 50: Spotify Picks,"This 50-track collection takes you through a fascinating journey from the singular works of Schubert, Schumann and Chopin that defined the era, to the last masterpiece of late romanticism composed after WWII, Strauss' Four Last Songs. For operas from this era, see <a href=""spotify:user:spotify:playlist:473bnHuzXcRUsDmSkdUrmz"">this</a> playlist.",50,126249,https://open.spotify.com/playlist/37i9dQZF1DX8qDhzfjyTN6
909,Psych & Groove,"A little psychedelic, a little groovy, and very rootsy.",60,100600,https://open.spotify.com/playlist/37i9dQZF1DX2FJ4E5eMYdk
910,Nature Noise,Where nature and white noise meet.,118,848332,https://open.spotify.com/playlist/37i9dQZF1DWUKPeBypcpcP
911,The Sleep Machine: Waterscapes,Slip into slumber with soothing water sounds.,195,212969,https://open.spotify.com/playlist/37i9dQZF1DWXzR2GKEiHgT
912,White Noise,Welcome to the soothing hum...,268,548855,https://open.spotify.com/playlist/37i9dQZF1DWUZ5bk6qqDSy
913,Crossroad Blues,"Songs of the crossroads and ""that old evil spirit""-from Robert Johnson to John Mayer, from early blues to new Americana.",60,168564,https://open.spotify.com/playlist/37i9dQZF1DX5AuRugisweW
914,"Red, White, & Blue","Get your sparklers out for this patriotic blend of folk, pop, and Americana.",35,57,https://open.spotify.com/playlist/3kt5kS8Xqjfh8olOS24HX4
915,Hollywood's Big Night,Nominees from the 93rd annual event celebrating Hollywood's brightest stars.,32,88570,https://open.spotify.com/playlist/37i9dQZF1DX2cW2nLJVrZg
916,50 Songs for Snow,"Give in to the season, with the ultimate collection of classic snow songs.",50,335,https://open.spotify.com/playlist/4sEKPcBYLcW3woDviiaigj
917,Happy St. Patrick's Day,Sláinte! All the right music to fuel your St. Patrick's Day.,92,51871,https://open.spotify.com/playlist/37i9dQZF1DWSCaDvxADWZT
918,It's a Boy!,Celebrate your baby boy and spread the good news!,23,179,https://open.spotify.com/playlist/3KP0xIq8NrTP7BV2YhpHT5
919,The GRAMMYs Official Playlist,The official playlist for the 63rd GRAMMY Awards.,299,121784,https://open.spotify.com/playlist/37i9dQZF1DX5FyxM4IcLn6
920,It's a Girl!,Celebrate your baby girl and spread the good news!,25,206,https://open.spotify.com/playlist/52rJQYDn9Q5dufvGPqqzgf
921,Graduation,"Here's to cherishing lifelong friends, remembering the good times, and celebrating the end of an era!",40,124,https://open.spotify.com/playlist/5pxi1UkDk0BbUPDTPjmi4v
922,Rise Up,Get up. Stand up. Be the revolution.,75,153655,https://open.spotify.com/playlist/37i9dQZF1DX0KQrbsfHQvG
923,Music Happens Here: The Music,"Music from the podcast Music Happens Here. This episode focuses on the most iconic songs of Los Angeles, CA.",23,982,https://open.spotify.com/playlist/4se8FxjaBGTHCTXIPoJlc0
924,Ultimate Indie,The best in modern indie. Cover: Montell Fish,100,2163880,https://open.spotify.com/playlist/37i9dQZF1DX2Nc3B70tvx0
925,Best of 2016: Ultimate Indie,Check out the top streamed indie tracks of 2016!,50,10010,https://open.spotify.com/playlist/1517hhPIVwA9EN41krpZo3
926,SXSW Best Indie,"Check out these indie musics, all froms artists playing at SXSW 2017... Cover: <a href=""spotify:artist:7FU0xCgmSYQEiBeevUqQ4S"">Yoke Lore</a>.",59,8979,https://open.spotify.com/playlist/37i9dQZF1DX6CwQbybVjjk
927,This Is Bon Iver,"The best of Bon Iver, and a bit more of founder Justin Vernon's other projects.",42,208103,https://open.spotify.com/playlist/37i9dQZF1DXaSQZr9c1SpZ
928,This Is: Dirty Projectors,This is the best of Dirty Projectors...,23,9339,https://open.spotify.com/playlist/37i9dQZF1DX7FW3TjTduV4
929,This Is The Flaming Lips,Get deep into The Flaming Lips with this career-spanning playlist.,49,24557,https://open.spotify.com/playlist/37i9dQZF1DX79Q60SopbIW
930,This Is Father John Misty,"Get into the inspired sounds of <a href=""spotify:artist:2kGBy2WHvF0VdZyqiVCkDT"">Father John Misty</a>.",27,56669,https://open.spotify.com/playlist/37i9dQZF1DX3Y4Bt8VdicW
