,Playlist Name,Description,Tracks,Followers,URL
663,Epic & Melodic,"Epic and melodic metal, for the dragonslayer in you! Cover: Battle Beast",80,441881,https://open.spotify.com/playlist/37i9dQZF1DX37bXS7EGI3f
664,New Wave Of British Heavy Metal,Companion playlist for the Metallica documentaries.,30,4679,https://open.spotify.com/playlist/7yza99mVQaqnk4Hqs4T3kq
665,Old School Metal,Like the old school sound of metal? Then you'll love this playlist!,125,2089732,https://open.spotify.com/playlist/37i9dQZF1DX2LTcinqsO68
666,Progressive Metal,Fresh and recent tracks from the world of Prog Metal. Cover: Dream Theater,130,281187,https://open.spotify.com/playlist/37i9dQZF1DX5wgKYQVRARv
667,Stoner Rock,"Slow, sludgy stoner rock. You can practically taste the desert dirt in your mouth while listening to these dark blues and rough rock numbers.",100,396861,https://open.spotify.com/playlist/37i9dQZF1DXdpVGstUksUC
668,Thrashers,All the new tunes in the Thrash world.,120,348923,https://open.spotify.com/playlist/37i9dQZF1DWZdFtcHGe8ED
669,Thrash Metal Essentials,A selection of the greatest Thrash Metal tunes. Cover: Slayer,50,103534,https://open.spotify.com/playlist/37i9dQZF1DXbyrUWMp2Tkr
670,Metal Empire,Metal tracks all the way from the birth of Metal to today. Cover: Black Sabbath,100,349442,https://open.spotify.com/playlist/37i9dQZF1DX4jCqmsDQR1i
671,Year in Metal 2014,Another great metal year is coming to a close. Explore this year's highlights in metal with this playlist!,116,4928,https://open.spotify.com/playlist/7buHbubC96caOTOSQQJ4pl
672,Year In Metal 2015,Another great metal year came to a close. Explore the metal highlights of the year with this playlist!,118,5138,https://open.spotify.com/playlist/37i9dQZF1DXdzj8PwvwjTT
673,Year in Metal 2016,The best metal of 2016!,128,27888,https://open.spotify.com/playlist/37i9dQZF1DX0FNUL0tXob1
674,Best of 2016: Metal,Looking back at the greatest metal released in 2016.,121,922,https://open.spotify.com/playlist/37i9dQZF1DX3HkeE0Yyy1n
675,Animal Stories,This story collection is sure to please even the biggest animal lover!,42,60745,https://open.spotify.com/playlist/37i9dQZF1DXb9DmOVVVkdh
676,Fairy Tales,A collection of classic tales by beloved Danish author Hans Christian Andersen.,17,52396,https://open.spotify.com/playlist/37i9dQZF1DX0gxuYiQFvQL
677,Lullaby Baby,Lull your little ones with piano music.,301,446262,https://open.spotify.com/playlist/37i9dQZF1DXbADqT0j1Cxt
678,Family Folk,A down to earth collection of new and classic folk tunes for kids.,70,195273,https://open.spotify.com/playlist/37i9dQZF1DX3uZHsihe90o
679,Hip-Hopscotch & Reggae Recess,"Push play on the coolest playlist around, and get ready to jump around.",56,29300,https://open.spotify.com/playlist/37i9dQZF1DWX16Q183eyvd
680,Your Daily Routine,"Songs to help your kids establish a productive daily routine, from waking up and brushing their teeth to potty training, cleaning up, taking a bath, and getting to sleep at night!",64,57004,https://open.spotify.com/playlist/37i9dQZF1DWWVwtV5Pv39d
681,Once Upon A Time,A collection of fairy tales and kids' stories perfect for bedtime and beyond.,47,114609,https://open.spotify.com/playlist/37i9dQZF1DX6ALixlKf7N8
682,Trick or Treat,Celebrate Halloween at home with these fun tracks,133,56972,https://open.spotify.com/playlist/37i9dQZF1DX6IZDpJNxVZP
683,We Love Elmo!,It's Elmo's time to shine!,15,164,https://open.spotify.com/playlist/2KSySxa7iudjK0IsgFxuaW
684,Father's Day Love,Send your dad some love today!,36,8713,https://open.spotify.com/playlist/37i9dQZF1DWXakVTmpoTAP
685,Top 50 - Taiwan,Your daily update of the most played tracks right now - Taiwan.,50,179547,https://open.spotify.com/playlist/37i9dQZEVXbMnZEatlMSiu
686,Top 50 - Turkey,Your daily update of the most played tracks right now - Turkey.,50,713997,https://open.spotify.com/playlist/37i9dQZEVXbIVYVBNw9D5K
687,Lost the Game? Drown Your Sorrows,You can't win 'em all. Drown your sorrows with a cold brew and this drinking playlist.,23,618,https://open.spotify.com/playlist/5sFZ3M4gXeYScR9VJTyBh2
688,Best of Folk & Americana 2019,"Relive the year in roots, with some of the best songs in folk & Americana.",50,12284,https://open.spotify.com/playlist/37i9dQZF1DWYdLqwKCcDiy
689,text me back,tfw ur crushing so hard it hurts,70,281796,https://open.spotify.com/playlist/37i9dQZF1DXcbAIldMQMIs
690,Modern Chill Rock,Rock to relax. Enjoy!,60,529540,https://open.spotify.com/playlist/37i9dQZF1DX2UXfvEIZvDK
691,Grunge Forever,Grunge will live forever. Cover: Nirvana,50,1083092,https://open.spotify.com/playlist/37i9dQZF1DX11ghcIxjcjE
692,Punk Rock Workout,A mix of punk rock to get you through your workout.,100,517404,https://open.spotify.com/playlist/37i9dQZF1DX0BZrbvIqxCd
693,Rock Your Body,Burn off all those beers from last night.,50,531675,https://open.spotify.com/playlist/37i9dQZF1DXbFRZSqP41al
694,Pure Pop Punk,Please stand for your personal anthems.,100,788304,https://open.spotify.com/playlist/37i9dQZF1DXasneILDRM7B
695,Sunrise Run,You'll be up with the sun and running to this playlist of fast paced feel good tunes!,25,24649,https://open.spotify.com/playlist/37i9dQZF1DXcq57wSefud5
696,This Is Paul Simon,An essential list of classics from one of the great singer-songwriters of our time.,42,124677,https://open.spotify.com/playlist/37i9dQZF1DWXEb535ZGeRC
697,California Rock State,Bands from and songs about The Golden State. Here's your playlist for California Dreamin',75,742861,https://open.spotify.com/playlist/37i9dQZF1DWTlgzqHpWg4m
698,anti pop,"helloooo this is <a href=""https://www.tiktok.com/@aries"">aries</a> . and im taking over anti pop !!! 笘ｸ",140,614654,https://open.spotify.com/playlist/37i9dQZF1DWWqNV5cS50j6
699,Internet People,The soundtrack to the Internet. Cover: midwxst,128,1001008,https://open.spotify.com/playlist/37i9dQZF1DX6OgmB2fwLGd
700,Summer Indie,Indie tunes for t-shirt weather.,80,251816,https://open.spotify.com/playlist/37i9dQZF1DWVsh2vXzlKFb
701,Singled Out,"If it's buzzing, it's here. The hottest new songs of the week. Cover: ROSALÍA, The Weeknd",40,809052,https://open.spotify.com/playlist/37i9dQZF1DX8f6LHxMjnzD
702,RADAR US,"All the new artists and songs to watch, handpicked by our curators. Featuring Sleepy Hallow on the cover.",67,321125,https://open.spotify.com/playlist/37i9dQZF1DWY0DyDKedRYY
703,Lorem,we're back! ft new music from ekkstacy & tons more,153,899981,https://open.spotify.com/playlist/37i9dQZF1DXdwmD5Q7Gxah
704,Mega Hit Mix,A mega mix of 75 favorites from the last few years! ,75,5798411,https://open.spotify.com/playlist/37i9dQZF1DXbYM3nMM0oPk
705,Pop Rising,The hits of tomorrow are on Spotify today. Cover: Tate McRae,85,2351915,https://open.spotify.com/playlist/37i9dQZF1DWUa8ZRTfalHk
706,Hot Rhythmic,"The hottest tracks of today...featuring Polo G, Post Malone, and Young Thug.",90,2047770,https://open.spotify.com/playlist/37i9dQZF1DWYs83FtTMQFw
707,Mood Booster,Get happy with today's dose of feel-good songs!,76,6884719,https://open.spotify.com/playlist/37i9dQZF1DX3rxVfibe1L0
708,Hit Rewind,Listen to all the tracks you've been missing. Cover: The Weeknd,75,5568905,https://open.spotify.com/playlist/37i9dQZF1DX0s5kDXi1oC5
709,Daily Lift,Get in the zone with these current jams!,100,1896477,https://open.spotify.com/playlist/37i9dQZF1DWU13kKnk03AP
710,Chill Pop,Keep it low-key with all of today's chill pop. Cover: Katelyn Tarver,100,513714,https://open.spotify.com/playlist/37i9dQZF1DX0MLFaUdXnjA
711,Fresh & Chill,Discover your favorite new chill pop songs. Cover: Montell Fish,91,1134209,https://open.spotify.com/playlist/37i9dQZF1DX5CdVP4rz81C
712,soda,shake it up and let it pop! cover: WALK THE MOON,80,184899,https://open.spotify.com/playlist/37i9dQZF1DXaK0O81Xtkis
713,Party Hits,"A mix of the biggest pop, dance, and hip hop hits. Cover: Drake",75,4007380,https://open.spotify.com/playlist/37i9dQZF1DXa2PvUpywmrr
714,sad hour,10 Minute Version. Cover: Taylor Swift,100,748926,https://open.spotify.com/playlist/37i9dQZF1DWSqBruwoIXkA
715,'fit check,absolutely feelin your thrift haul,70,358295,https://open.spotify.com/playlist/37i9dQZF1DX1dvMSwf27JO
716,Hip-Hop Yoga,Listen to these flows during your yoga flow.,50,314989,https://open.spotify.com/playlist/37i9dQZF1DX4FJyIpen2Yf
717,Make Out Jams,Set the mood just right...,89,944120,https://open.spotify.com/playlist/37i9dQZF1DXbEm2sKzgoJ8
718,Austin Pops,"Your guide to what's hot in Austin, TX during South By Southwest 2017. Cover: <a href=""spotify:artist:4NZvixzsSefsNiIqXn0NDe"">Maggie Rogers</a>.",62,3222,https://open.spotify.com/playlist/15wD5DzfOIRx7QnJKDLtav
719,This Is Frank Sinatra,"Favorites, hits and deep cuts: this is Francis Albert Sinatra, one of the most popular and influential musical artists of the 20th century.",50,949354,https://open.spotify.com/playlist/37i9dQZF1DX4H3NUOwVLXj
720,This Is A$AP Mob,Curated by A$AP Mob in honor of A$AP Yams.,45,189089,https://open.spotify.com/playlist/37i9dQZF1DWXmxXDRgAKVq
721,This Is Kendrick Lamar,This is Kendrick Lamar. Essential tracks all in one playlist. ,41,973733,https://open.spotify.com/playlist/37i9dQZF1DX5EkyRFIV92g
722,Austin After Dark,The evening is here in Austin. Time for some music to get it started all over again!,41,1300,https://open.spotify.com/playlist/50l7KMPuO1jMnpofYHCwV1
723,Spring Loaded,You're on Spring Break...turn it up and start acting like it!,42,9012,https://open.spotify.com/playlist/37i9dQZF1DWTLlRxFAxbpj
724,This Is Biffy Clyro,"The best of Biffy Clyro, all in one place. Mon the Biff!",50,77169,https://open.spotify.com/playlist/37i9dQZF1DX7yNDQ30MDO6
725,This Is The Chainsmokers,The essential originals and remixes from Alex & Drew.,48,951912,https://open.spotify.com/playlist/37i9dQZF1DX46HBMApdlID
726,This Is Deftones,"The best of Deftones, all in one place.",50,163267,https://open.spotify.com/playlist/37i9dQZF1DX6zPl1mbTZSq
727,This Is Incubus,"The best of Incubus, all in one playlist.",50,171467,https://open.spotify.com/playlist/37i9dQZF1DWUYsleI0H271
728,This Is Red Hot Chili Peppers,"The best of RHCP, all in one playlist.",50,1558896,https://open.spotify.com/playlist/37i9dQZF1DXbuvTm9NMIGt
729,This Is Silverchair,"Generation defining music, one playlist.",51,49858,https://open.spotify.com/playlist/37i9dQZF1DX9DuoVJ0dR3g
730,This Is Sum 41,"All killer, no filler.",50,150455,https://open.spotify.com/playlist/37i9dQZF1DX4gScoXV8KpV
731,Pop Rock Party Time,Get the party going with these poppy rock tracks!,33,812,https://open.spotify.com/playlist/37i9dQZF1DXcvLz8zARcib
732,70s Rock Anthems,"These songs rocked the 70s. Cover: <a href=""spotify:artist:1dfeR4HaWDbWqFHLkxsg1d"">Queen</a>",100,1379024,https://open.spotify.com/playlist/37i9dQZF1DWWwzidNQX6jx
733,60s Rock Anthems,These songs rocked the '60s. Cover: Jimi Hendrix,100,681863,https://open.spotify.com/playlist/37i9dQZF1DWWzBc3TOlaAV
734,Classic Oldies,All of the classic hits from the 50s and 60s.,100,703009,https://open.spotify.com/playlist/37i9dQZF1DX56bqlsMxJYR
735,Yacht Rock,It's smooth sailing ahead. Ride the wave of these smooth classics.,165,1095180,https://open.spotify.com/playlist/37i9dQZF1DXb3m918yXHxA
736,80s Rock Anthems,These songs rocked the 80s. ,101,2105648,https://open.spotify.com/playlist/37i9dQZF1DX1spT6G94GFC
737,Dinner Unplugged,Enjoy your dinner with some great acoustic tracks.,25,1590,https://open.spotify.com/playlist/37i9dQZF1DWYQEbc2LcIWO
738,Fierce Femmes,"These women are on the rise, and are rocking our worlds right now / Cover: Siiickbrain",130,194114,https://open.spotify.com/playlist/37i9dQZF1DX5kjCvsC5isB
739,Rocktail Hour,Unwind and drink up these awesome Rock slow songs,94,149104,https://open.spotify.com/playlist/37i9dQZF1DX8V6C5Nr1MvC
740,Punkcake,Listen the best of punk pop during your breakfast.,20,101,https://open.spotify.com/playlist/2Ky26QAfAYo2Zdlo8MqcdH
741,Cardio,Upbeat dance pop to keep your heart pumping.,100,3392167,https://open.spotify.com/playlist/37i9dQZF1DWSJHnPb1f0X3
742,Workout,Pop hits to keep your workout fresh.,100,4531142,https://open.spotify.com/playlist/37i9dQZF1DX70RN3TfWWJh
743,Contemporary Blend,"For those with a taste for both the new and the classic. Cover: Jasmine Thompson, Calum Scott",100,334806,https://open.spotify.com/playlist/37i9dQZF1DWViBxWcYEI1b
744,Standards de la Chanson Française,Le patrimoine de la chanson française. Photo : Charles Aznavour,60,231407,https://open.spotify.com/playlist/37i9dQZF1DWTypZHlgEy1G
745,This Is New Found Glory,All the classics in one playlist.,54,33232,https://open.spotify.com/playlist/37i9dQZF1DX6sa8XjvdJIf
746,This Is Rush,"A lifetime of legendary tunes courtesy of the holy triumvirate. Rest in peace, Neil Peart.",50,182726,https://open.spotify.com/playlist/37i9dQZF1DX9E92APFiTvV
747,This Is Michael Bublé,Timeless classics and current hits by the award-winning artist.,50,791654,https://open.spotify.com/playlist/37i9dQZF1DX5kVmFQxhnLW
748,This Is Leonard Cohen,All of your favorite songs from the legendary singer-songwriter.,50,380970,https://open.spotify.com/playlist/37i9dQZF1DWVpFvorxSZ6K
749,This Is NOFX,"All of the classics songs, all in one place.",52,69622,https://open.spotify.com/playlist/37i9dQZF1DX6KE9M7aTCxK
750,Punk Unleashed,"Maybe it's punk, maybe it's not. Cover: carolesdaughter",80,158129,https://open.spotify.com/playlist/37i9dQZF1DXdJa941ExayM
751,Classic Punk,Classic songs that built the foundations of punk.,50,1123695,https://open.spotify.com/playlist/37i9dQZF1DX3LDIBRoaCDQ
752,Pop Punk Powerhouses,Get nostalgic with the golden age of pop punk.,50,2009374,https://open.spotify.com/playlist/37i9dQZF1DXa9wYJr1oMFq
753,Skatepark Punks,A mix of new and classic melodic punk songs.,100,676678,https://open.spotify.com/playlist/37i9dQZF1DX3MU5XUozve7
754,The Essential Ska,"This is the best of ska, new and classic. Cover: Goldfinger",100,290466,https://open.spotify.com/playlist/37i9dQZF1DX7WJ4yDmRK8R
755,New Punk Tracks,The latest releases from the wide world of punk. Cover: PUP,81,229691,https://open.spotify.com/playlist/37i9dQZF1DX0KpeLFwA3tO
756,Crash Course,"A collision of punk, metal, hardcore and everything in between. Cover: Ice Nine Kills",100,259182,https://open.spotify.com/playlist/37i9dQZF1DX3YlUroplxjF
757,Punk Essentials,Punk rock from the 90s and 00s that you need in your life. Cover: Rancid,50,765643,https://open.spotify.com/playlist/37i9dQZF1DXd6tJtr4qeot
758,Political Punks,Punk anthems with strong messages for the masses. Cover: Bad Religion,50,172253,https://open.spotify.com/playlist/37i9dQZF1DX1zG0qRnyaQ3
759,Hot Rods & Horror Shows,"Fast cars, zombie love, and psychobilly freakouts!",50,126182,https://open.spotify.com/playlist/37i9dQZF1DXb2cYklA89lm
760,Covered In Punk,Songs from all genres get a punk rock makeover.,100,271748,https://open.spotify.com/playlist/37i9dQZF1DXaDzsRodF91I
761,Punk Unplugged,Take a break from distorted guitars and enjoy punk's mellow side. Cover: State Champs,75,294062,https://open.spotify.com/playlist/37i9dQZF1DXcBkxDaAQX0a
762,Garage Rock Revival,"Classic tracks with roots in post-punk, garage rock, and new wave. Cover: The Strokes",90,559407,https://open.spotify.com/playlist/37i9dQZF1DXbMYUPb05hjJ
763,Is it New Wave?,New wave took the 70s punk blueprint and ran wild! Cover: Blondie,50,691770,https://open.spotify.com/playlist/37i9dQZF1DX3Gj7nguS95W
764,wanderlust,Songs for when you decide societal constructs just aren't the vibe anymore. ,100,109324,https://open.spotify.com/playlist/37i9dQZF1DWWpO97CaFM3p
765,Film & TV Favorites: 90s Black Cinema,This month: songs from an iconic era of Black film soundtracks.,39,1137830,https://open.spotify.com/playlist/37i9dQZF1DWZC2yew0xGiz
766,Ballet and Beyond,Explore the world of classical dance.,40,185636,https://open.spotify.com/playlist/37i9dQZF1DXabrEiRjQMgs
767,Pop Covers,Reimagined pop covers of your favorite songs.  Cover: Katy Perry,200,33525,https://open.spotify.com/playlist/37i9dQZF1DX2i24iHGhL24
768,The Life Eclectic,Yours is no ordinary life. Listen outside the lines.,63,65,https://open.spotify.com/playlist/35HteeTTB5NE0hsliZ77H1
769,Evening Serenades,Wind down for the evening with your special someone and this soothing selection of serenades.,181,584,https://open.spotify.com/playlist/2zlFpwRI7aroWy0ecv6O34
770,Flex & Flow,"This eclectic, electric-leaning collection is perfect for focusing on your flow and extending your flexibility.",23,128,https://open.spotify.com/playlist/2idQpnxeioGlOsW66uaQ3U
771,Workday - Zen,"Achieve optimal workday zen with this relaxed, meditative mix.",75,310,https://open.spotify.com/playlist/1oDFttzXiLUJLjMyulUugY
772,Keep it Low Key,... and don't take yourself too seriously.,27,108,https://open.spotify.com/playlist/26AgqJwDHB7p2SKJFHrtte
773,Acoustic Hits: Oldies but Goodies,Instant classics from yesteryear to now in one sweet mix.,50,3630293,https://open.spotify.com/playlist/37i9dQZF1DWUH2AzNQzWua
774,Classical Café,Power through your to do list with an affogato and a refreshing mix of chilled classical.,59,1078,https://open.spotify.com/playlist/0Tn4EK4iKI58XnvWHuMMm0
775,Relaxing Classical Guitar,Relax to the sound of classical guitar. ,37,123051,https://open.spotify.com/playlist/37i9dQZF1DWXBq4mDDFnfA
776,The Grove,Relax in the shade and uncover the best new underground folk and rising Americana.,25,26,https://open.spotify.com/playlist/5H22bACwDGRsIQQyE9oy3I
777,Fresh Jazz | The New Vanguard,Break out of your routine with trios of tracks from some of the brightest new stars in Jazz.,45,288,https://open.spotify.com/playlist/1Htq6RhM8B9MgMXdwqgPxW
778,Get Lifted,Jazzy soul and rnb ballads to wake you up and lift your mood...,30,139,https://open.spotify.com/playlist/6jbGdICAmvGjlURC1gcgRe
779,Focus Guitar,Free your mind and let your thoughts flow to the sounds of guitar.,60,284467,https://open.spotify.com/playlist/37i9dQZF1DXc6Umi4GHdr1
780,"Good Times, Great Oldies","A classic mix of pop, rock and folk hits from decades past.",61,823046,https://open.spotify.com/playlist/37i9dQZF1DXa19sXUAHiO1
781,Jazz on the Rocks,Score your cocktail hour with eclectic jazz covers - from Drake to Radiohead.,25,258,https://open.spotify.com/playlist/6juf9A1KL8naPZFa2YngsM
782,#SundayFunday,Infectiously happy hits from years past blended with the best of today's chart toppers.,53,680,https://open.spotify.com/playlist/5cdRxEiQmawJaraYYEF7Di
783,#FlashbackFriday,"Stay tuned for a fresh mix of flashback hits! This week, party like it's 1999!",50,318,https://open.spotify.com/playlist/2dWfCGZguakRQagX7wM6Mi
784,Amped up.,Psych yourself up for whatever you've got going...,182,1442,https://open.spotify.com/playlist/0kVaFpvoi0O4IbyJyEZckU
785,The New Standards,Fresh takes on all of your favorite standards.,25,74,https://open.spotify.com/playlist/5ahhg3aywppGeJs8tXvZOo
786,Up & Out,Escalating folk and chamber pop to pump up your day.,22,128,https://open.spotify.com/playlist/2udwObkzQEPQWbUi95SzGM
787,Acoustic Grit,"Slide and steel. Set your soundtrack to some moody, gritty blues folk.",62,212134,https://open.spotify.com/playlist/37i9dQZF1DXaiAJKcabR16
788,Take it Easy,Harmonicas &amp; slide guitars for the win. Chill out with some laid back roots &amp; Americana.,95,958,https://open.spotify.com/playlist/3vnx7BaCl3YmHrg3WGLedp
789,Nordic Folk,The very best in Scandifolk - from Icelandic blues rock to Norwegicana. Cover: The Northern Belle,60,152584,https://open.spotify.com/playlist/37i9dQZF1DX4jUyNIMkj6N
790,Britfolk,The best in folk and singer songwriter from the UK and Ireland.,15,1496,https://open.spotify.com/playlist/5XyoROE7WrTHtvcwFrhzO1
791,Morning Rituals,Push play on a slowly building mix of indie folk faves as you roll out of bed and get your coffee on...,51,483,https://open.spotify.com/playlist/7iJKTAmd5aP1opVYLB3XJ4
792,#MakeitHappen,Get the most out of your day and #makeithappen.,30,77,https://open.spotify.com/playlist/5sty33UvgJZzeyfocoOaUV
793,Singing in the Shower...,...dancing in the mirror.,41,1949,https://open.spotify.com/playlist/5LtwydYUv9Um4D2toY3Wzh
794,The Wilds,Revel in some key gems and explore the sprawling musical landscape.,108,679426,https://open.spotify.com/playlist/37i9dQZF1DWUDoJcM4v6Tm
795,Vintage Blues Folk,"Deep, dark, gritty, vintage sounds from the best in indie blues folk.",48,424,https://open.spotify.com/playlist/6zcjhNUkQ6taQK9hxhweCj
796,Indie Ballads,Score your day with some signature indie ballads.,57,207,https://open.spotify.com/playlist/0aXP5u51kHZiKvxkUPq0IL
797,Barista Blend,"A rich, mellow blend of hits to see you through your most productive days and cozy nights.",65,108,https://open.spotify.com/playlist/25zEHXJzEQZU1eyF6eqEzD
798,Relax & Unwind,Let your worries and cares slip away...,112,3675726,https://open.spotify.com/playlist/37i9dQZF1DWU0ScTcjJBdj
799,Songs to Sing in the Car,Sing along and enjoy the drive...,100,9933930,https://open.spotify.com/playlist/37i9dQZF1DWWMOmoXKqHTD
800,Front Porch,"Sit back, stay awhile, and savor the soft, sweet sounds of this collection. ",110,180417,https://open.spotify.com/playlist/37i9dQZF1DXa2PsvJSPnPf
801,Americana Icons,Enjoy new and classic releases from icons of folk and Americana. Cover: Rodney Crowell,150,155748,https://open.spotify.com/playlist/37i9dQZF1DX7tfbjVrTPnV
802,Swagger,Bold tracks packing some serious swagger...,109,1341623,https://open.spotify.com/playlist/37i9dQZF1DWSlw12ofHcMM
803,Bring Back the 2000s,All your favorite hits from the decade you love most!,75,6380,https://open.spotify.com/playlist/5baU2nNxC8ag8XzlHNsANg
804,World Folk,Travel the world through sound - with indie and traditional folk and acoustic from across the globe.,36,123,https://open.spotify.com/playlist/0ByLkBLDx1AS5yXJuBTyCd
805,Alone on Christmas,'Tis the season to be melancholy.,28,8334,https://open.spotify.com/playlist/37i9dQZF1DXbgPVq1ydgmS
806,"Creepy, Stupid, Love",Get your creep on with these freaky 'love' songs.,56,34550,https://open.spotify.com/playlist/37i9dQZF1DWWTA1Ie7iu8r
807,Doo-Wop Dee Doo,Boogie along to doo-wop's greatest hits.,50,178761,https://open.spotify.com/playlist/37i9dQZF1DX9GxQjEBVviW
808,Happy Days,Relive the good ol' days with these cheery 60s and more.,50,573043,https://open.spotify.com/playlist/37i9dQZF1DX84kJlLdo9vT
809,Indie One Stop,All the hottest current Indie music you need....in one stop.,50,65,https://open.spotify.com/playlist/6OeIIMFsdtsL9VUyL6PDvX
810,Your Favorite Coffeehouse,"Curl up in your favorite spot with some sweet, mellow tunes...",127,3910557,https://open.spotify.com/playlist/37i9dQZF1DX6ziVCJnEm59
811,Valentine's Day Love,"The most romantic tracks of all time, featuring today's hits and all the classics.",124,467620,https://open.spotify.com/playlist/37i9dQZF1DX4pAtJteyweQ
812,Beat Down Your Morning,Get your morning on the ropes with some ANGRY ROCK!,22,943,https://open.spotify.com/playlist/4qstWgP2KMRSiTY3a1fF2R
813,Beast Mode Rock,All the adrenaline you need is right here.  Let's GO!,100,863280,https://open.spotify.com/playlist/37i9dQZF1DWZYWNM3NfvzJ
814,Legendary,Great songs by indisputable music legends. Cover: The Velvet Underground,70,3013584,https://open.spotify.com/playlist/37i9dQZF1DWWGFQLoP9qlv
815,Wicked Wives Wine Party ,"We married women only seem to have about four taste buds left: one for vodka, one for wine, one for cheese, and one for chocolate. This list is for us. Add friends, uncork, and enjoy.",53,353,https://open.spotify.com/playlist/2EcSH9oZNzBmGDNqoTdvBJ
816,The Perfect Italian Dinner,Enjoy the best Italian dinner of your life. Buon Appetito!,44,166658,https://open.spotify.com/playlist/37i9dQZF1DWT1R6bXL4dyW
817,Acid Blues,"Acid blues, psy-blues and the early pioneers of psychedelic rock.",40,109665,https://open.spotify.com/playlist/37i9dQZF1DX5NXVhu59GCz
818,Summer Heat,Sunny beats and the latest heat to soundtrack your summer.,50,204878,https://open.spotify.com/playlist/37i9dQZF1DWX1UA045EoPG
819,Prog Rock Monsters,"A 100-track collection of insanely good progressive rock creations, from classic acts like Rush, Yes, and Genesis to lesser-known international gems. Cover: Rush",100,241492,https://open.spotify.com/playlist/37i9dQZF1DX0uqkwkR49kK
820,Fusion Fest,"Electrified jazz, complex beats and virtuoso playing. Cover: Chick Corea",94,143063,https://open.spotify.com/playlist/37i9dQZF1DX0aSJooo0zWR
821,#Hotmess,Wake up in your makeup? Rock it.,24,75,https://open.spotify.com/playlist/2Rah43YvyO765e4gACIDef
822,Chill Folk,Channel some chilled-out back yard vibes.,120,834296,https://open.spotify.com/playlist/37i9dQZF1DWVl5gPCRkquk
823,Roots Revival,A blend of the best from years past-from indie folk and pop grass to roots rock and Americana. Cover: Fleet Foxes,100,533275,https://open.spotify.com/playlist/37i9dQZF1DX9crXQ0wuuXE
824,Ultimate Live Jams,"Ten hours of ultimate jams -all long, all live.",43,109,https://open.spotify.com/playlist/5bjjHyKeiGnYdupfr3UUCW
825,Short Stories,A collection of classic short stories perfect for a lazy afternoon or relaxing commute.,65,24361,https://open.spotify.com/playlist/37i9dQZF1DWXmUJqjFaQNQ
826,Audiobooks,Love Books? Free your reading from the tyranny of page and screen with this collection of audiobooks. Follow for frequent additions!,122,236003,https://open.spotify.com/playlist/37i9dQZF1DX1L0MDB1OhZy
827,Editor's Choice: Nonfiction,A fresh and varied selection of nonfiction - updated weekly.,59,7784,https://open.spotify.com/playlist/37i9dQZF1DX3sMl692aSSY
828,Editor's Choice: Fiction,"A selection of some of our favorite fiction - featuring short stories, novels, plays, and more.",94,11922,https://open.spotify.com/playlist/37i9dQZF1DX4jokLVYoXC3
829,Margaret Walker,"Renowned for her part in the Chicago Black Renaissance, the <a href=""spotify:artist:4H2657mM3Y4j6ITcmHOf21"">writer</a> reads her own poems and the work of her contemporaries.",52,5576,https://open.spotify.com/playlist/37i9dQZF1DX1pKjqvkDHkD
830,Poems for Spring,Odes to springtime...,33,7453,https://open.spotify.com/playlist/37i9dQZF1DX451eXIMllLB
831,A Hipster's Guide to Poetry,"Modern, eccentric, ironic, progressive, bohemian, experimental, cheeky, romantic... poetry.",30,24180,https://open.spotify.com/playlist/37i9dQZF1DX1DnmMwIpYQk
832,A Child's Garden of Verses,Playful poems and amusing rhymes for the young at heart.,41,7067,https://open.spotify.com/playlist/37i9dQZF1DX1C9bnJXVI4K
833,La poèsie française,Une collection des plus beaux poèmes de la langue française.,46,8362,https://open.spotify.com/playlist/37i9dQZF1DX7ufqCXkhnSb
834,Emily Dickinson,Step from poem to poem - glittering - and distill amazing sense from ordinary meanings.,150,11855,https://open.spotify.com/playlist/37i9dQZF1DWSZQ5nlFnjFF
835,Love Poems,A collection of some of the most romantic and sensual poems in the English language.,36,48895,https://open.spotify.com/playlist/37i9dQZF1DXe8ssiX0naPV
836,Shakespeare: The Poetry,"Happy Shakespeare Day & National Poetry Month! Lovely, temperate, devouring... indelible recordings of every Shakespearean poem.",162,23484,https://open.spotify.com/playlist/37i9dQZF1DWX5a9hO78SUQ
837,The Selected W. B. Yeats,"Within these words, ""midnight's all a glimmer, and noon a purple glow..."" Classic performances of Yeats' poems alongside the voice of the man himself.",42,5162,https://open.spotify.com/playlist/37i9dQZF1DWZFQPyPt2dUz
838,The Robert Frost Reading Room,Welcome the voice of Robert Frost and his daughter Lesley Frost into your reading room...,64,10263,https://open.spotify.com/playlist/37i9dQZF1DX3OlXSlU6epG
839,Readings from Dylan Thomas,Listen to poet Dylan Thomas read great works - both his own and those of others.,102,4196,https://open.spotify.com/playlist/37i9dQZF1DWSTOUZR8UoNY
840,This Is Langston Hughes,"The Harlem Renaissance comes alive once more as the <a href=""spotify:artist:1mNcebzTg5QlHEY4WYhLSm"">innovative poet</a> and his cohorts read and discuss his work.",57,20038,https://open.spotify.com/playlist/37i9dQZF1DX7R9e00hBCQT
841,The Romantics,Emotional fervor and man's mystic relationship with nature are just a few of the prototypical themes featured in this playlist of Romantic poetry.,100,12561,https://open.spotify.com/playlist/37i9dQZF1DWZDPloxGJ3JZ
